// Initialization
02-20-01-1C | 6B-A7-24-43-17-4A-00-00-6F-0E-48-02-01-00-00-00-01-00-01-00-01-00-01-00-01-00-01-00
20-00-16-1C | 00-00-00-00-00-00-00-00-00-00-00-00-99-19-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-17-1C | 00-00-00-00-00-00-00-00-00-00-00-00-88-08-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-18-1C | 00-00-00-00-00-00-00-00-00-00-00-00-77-F7-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-19-1C | 00-00-00-00-00-00-00-00-00-00-00-00-66-E6-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-1A-1C | 00-00-00-00-00-00-00-00-00-00-00-00-55-D5-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-1B-1C | 00-00-00-00-00-00-00-00-00-00-00-00-44-C4-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-1C-1C | 00-00-00-00-00-00-00-00-00-00-00-00-33-B3-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-1D-1C | 00-00-00-00-00-00-00-00-00-00-00-00-22-A2-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-1E-1C | 00-00-00-00-00-00-00-00-00-00-00-00-11-91-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-1F-1C | 00-00-00-00-00-00-00-00-00-00-00-00-00-80-00-00-00-00-00-00-00-00-00-00-00-00-00-00

// Tilt
20-00-01-1C | 00-00-11-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-02-1C | 00-00-22-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-03-1C | 00-00-33-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-04-1C | 00-00-44-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-05-1C | 00-00-55-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-06-1C | 00-00-66-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-07-1C | 00-00-77-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-08-1C | 00-00-88-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-09-1C | 00-00-99-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-0A-1C | 00-00-AA-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-0B-1C | 00-00-BB-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-0C-1C | 00-00-CC-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-0D-1C | 00-00-DD-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-0E-1C | 00-00-EE-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-0F-1C | 00-00-FF-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-10-1C | 00-00-EE-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-11-1C | 00-00-DD-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-12-1C | 00-00-CC-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-13-1C | 00-00-BB-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-14-1C | 00-00-AA-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-15-1C | 00-00-99-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-16-1C | 00-00-88-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-17-1C | 00-00-77-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-18-1C | 00-00-66-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-19-1C | 00-00-55-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-1A-1C | 00-00-44-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-1B-1C | 00-00-33-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-1C-1C | 00-00-22-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-1D-1C | 00-00-11-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-1E-1C | 00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00

// Whammy
20-00-01-1C | 00-00-00-11-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-02-1C | 00-00-00-22-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-03-1C | 00-00-00-33-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-04-1C | 00-00-00-44-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-05-1C | 00-00-00-55-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-06-1C | 00-00-00-66-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-07-1C | 00-00-00-77-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-08-1C | 00-00-00-88-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-09-1C | 00-00-00-99-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-0A-1C | 00-00-00-AA-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-0B-1C | 00-00-00-BB-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-0C-1C | 00-00-00-CC-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-0D-1C | 00-00-00-DD-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-0E-1C | 00-00-00-EE-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-0F-1C | 00-00-00-FF-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-10-1C | 00-00-00-EE-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-11-1C | 00-00-00-DD-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-12-1C | 00-00-00-CC-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-13-1C | 00-00-00-BB-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-14-1C | 00-00-00-AA-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-15-1C | 00-00-00-99-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-16-1C | 00-00-00-88-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-17-1C | 00-00-00-77-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-18-1C | 00-00-00-66-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-19-1C | 00-00-00-55-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-1A-1C | 00-00-00-44-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-1B-1C | 00-00-00-33-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-1C-1C | 00-00-00-22-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-1D-1C | 00-00-00-11-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-1E-1C | 00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00

// Pickup
20-00-01-1C | 00-00-00-00-10-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-02-1C | 00-00-00-00-20-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-03-1C | 00-00-00-00-30-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-04-1C | 00-00-00-00-40-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-05-1C | 00-00-00-00-30-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-06-1C | 00-00-00-00-20-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-07-1C | 00-00-00-00-10-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
20-00-08-1C | 00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
